City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,kurilsk,45.2333,147.8833,-5.26,57,100,5.24,RU,1675877573
284,iralaya,15.0,-83.2333,27.0,71,1,6.63,HN,1675877360
285,fethiye,36.6217,29.1164,6.93,52,1,4.09,TR,1675877573
286,port hardy,50.6996,-127.4199,1.1,100,75,1.54,CA,1675877407
287,tabat,-2.635,115.2274,22.96,95,79,0.86,ID,1675877574
288,plum,40.5004,-79.7495,8.01,58,51,1.34,US,1675877574
289,inirida,3.8653,-67.9239,27.92,74,83,0.36,CO,1675877574
290,heubach,48.7927,9.9337,-0.4,70,0,2.65,DE,1675877575
291,half moon bay,37.4636,-122.4286,13.0,82,20,2.57,US,1675877311
292,kailua,21.4022,-157.7394,23.41,80,55,4.02,US,1675877575
293,fortuna,40.5982,-124.1573,8.29,95,100,2.57,US,1675877056
294,sinnamary,5.3833,-52.95,25.41,88,93,5.66,GF,1675877551
295,esperance,-33.8667,121.9,17.53,88,25,4.54,AU,1675877576
296,zhezkazgan,47.8043,67.7144,-13.02,95,100,6.54,KZ,1675877576
297,lavrentiya,65.5833,-171.0,-25.0,91,100,1.68,RU,1675877548
298,souillac,-20.5167,57.5167,26.21,78,40,2.06,MU,1675877376
299,manjacaze,-24.7117,33.8828,24.45,90,71,3.39,MZ,1675877577
300,ancud,-41.8697,-73.8203,18.56,70,5,4.17,CL,1675877287
301,nikolayevsk-na-amure,53.1406,140.73,-34.54,100,51,1.49,RU,1675877577
302,rokupr,8.6717,-12.395,34.31,29,16,2.9,SL,1675877578
303,posse,-14.0931,-46.3694,30.75,36,49,0.63,BR,1675877578
304,sao joao da barra,-21.6403,-41.0511,28.05,86,95,3.46,BR,1675877578
305,puerto colombia,10.9878,-74.9547,30.05,72,2,9.95,CO,1675877579
306,hamilton,39.1834,-84.5333,10.5,61,0,1.54,US,1675877324
307,atar,20.5169,-13.0499,25.77,12,100,4.21,MR,1675877579
308,moranbah,-22.0016,148.0466,21.69,80,51,8.06,AU,1675877580
309,baghdad,33.3406,44.4009,10.95,58,75,9.77,IQ,1675877304
310,dothan,31.2232,-85.3905,25.11,60,0,6.17,US,1675877088
311,pakxan,18.3778,103.6601,23.36,69,4,1.81,LA,1675877581
312,dingle,10.9995,122.6711,22.7,91,87,3.56,PH,1675877581
313,ijevan,40.8783,45.1492,0.09,82,98,0.71,AM,1675877582
314,sokolow podlaski,52.4068,22.2531,-3.72,92,27,2.98,PL,1675877583
315,grimshaw,56.1834,-117.6027,-10.21,73,75,3.09,CA,1675877584
316,alice springs,-23.7,133.8833,21.75,73,6,2.57,AU,1675877585
317,kavieng,-2.5744,150.7967,27.04,78,100,3.96,PG,1675877586
318,gravdal,68.1214,13.5031,5.94,93,100,20.58,NO,1675877587
319,salalah,17.0151,54.0924,24.05,78,0,1.54,OM,1675877588
320,muroto,33.2833,134.15,9.58,63,41,4.35,JP,1675877588
321,black river,18.0264,-77.8487,29.26,55,12,5.5,JM,1675877589
322,qaqortoq,60.7167,-46.0333,-6.79,91,100,5.04,GL,1675877589
323,damietta,31.4165,31.8133,11.94,53,26,6.59,EG,1675877590
324,kutum,14.2,24.6667,17.12,11,57,4.89,SD,1675877590
325,saint-augustin,51.226,-58.6502,-6.19,87,100,1.84,CA,1675877591
326,erenhot,43.6475,111.9767,-6.09,42,100,2.94,CN,1675877592
327,ketchikan,55.3422,-131.6461,2.99,93,75,2.06,US,1675877593
328,tigil,57.8,158.6667,-24.24,99,100,2.0,RU,1675877593
329,sola,-13.8833,167.55,25.86,80,100,1.77,VU,1675877594
330,abnub,27.2696,31.1511,14.12,38,100,3.11,EG,1675877595
331,gazanjyk,39.2446,55.5154,7.68,75,100,3.76,TM,1675877596
332,asau,46.4333,26.4,-6.49,97,49,2.02,RO,1675877328
333,santa cruz,-17.8,-63.1667,32.03,58,40,6.69,BO,1675877334
334,arrifes,37.7667,-25.7,13.14,72,75,6.17,PT,1675877597
335,abu samrah,35.3029,37.1841,2.87,59,36,4.0,SY,1675877597
336,lafiagi,8.8667,5.4167,33.34,14,71,0.69,NG,1675877599
337,emilio carranza,19.9711,-96.6114,26.26,64,0,2.84,MX,1675877599
338,muros,42.7762,-9.0603,11.87,67,0,2.82,ES,1675877600
339,porto recanati,43.4365,13.6613,6.1,38,38,4.38,IT,1675877601
340,lebu,-37.6167,-73.65,19.03,72,1,5.56,CL,1675877601
341,saulkrasti,57.2622,24.4147,1.06,87,100,5.51,LV,1675877602
342,faanui,-16.4833,-151.75,26.84,75,24,4.76,PF,1675877598
343,ankazoabo,-22.2833,44.5167,22.38,78,100,2.36,MG,1675877603
344,bela,25.9333,81.9833,14.45,48,0,3.28,IN,1675877604
345,coolum beach,-26.5333,153.1,25.06,77,95,5.38,AU,1675877605
346,taywarah,33.35,64.4167,-5.8,87,37,3.07,AF,1675877606
347,turayf,31.6725,38.6637,5.14,75,75,6.17,SA,1675877606
348,deputatskiy,69.3,139.9,-42.95,99,74,1.98,RU,1675877607
349,alta floresta,-9.8756,-56.0861,28.9,74,20,1.03,BR,1675877607
350,japura,-0.3167,102.35,23.17,97,61,0.89,ID,1675877608
351,oyon,-10.6681,-76.7731,13.02,58,83,0.65,PE,1675877609
352,berlevag,70.8578,29.0864,4.0,65,0,21.61,NO,1675877334
353,pincher creek,49.4833,-113.952,1.09,87,100,6.69,CA,1675877322
354,tanout,14.9709,8.8879,25.28,12,84,5.46,NE,1675877610
355,kingsville,27.5159,-97.8561,14.1,85,100,9.26,US,1675877611
356,jaque,7.5175,-78.1703,28.51,74,30,3.07,PA,1675877611
357,tuatapere,-46.1333,167.6833,8.12,86,93,4.4,NZ,1675877611
358,gweta,-20.1833,25.2333,26.59,52,100,2.85,BW,1675877612
359,shelburne,44.0787,-80.2041,1.8,80,31,3.83,CA,1675877484
360,nemuro,43.3236,145.575,-6.35,82,82,2.98,JP,1675877612
361,cam ranh,11.9214,109.1591,24.98,88,20,2.57,VN,1675877613
362,otane,-39.8833,176.6333,13.89,85,1,1.7,NZ,1675877613
363,awbari,26.5921,12.7805,21.28,17,82,7.07,LY,1675877615
364,kalmunai,7.4167,81.8167,24.75,86,68,2.94,LK,1675877615
365,miles city,46.4083,-105.8406,4.54,60,100,6.17,US,1675877605
366,namie,37.4833,141.0,3.17,82,36,5.02,JP,1675877616
367,khorramshahr,30.4397,48.1664,14.98,55,0,0.0,IR,1675877616
368,aksu,41.1231,80.2644,-4.04,83,70,1.9,CN,1675877617
369,la ronge,55.1001,-105.2842,-7.86,67,20,4.12,CA,1675877617
370,hualmay,-11.0964,-77.6139,25.84,70,42,4.89,PE,1675877618
371,macau,22.2006,113.5461,20.48,88,40,7.2,MO,1675877618
372,guerrero negro,27.9769,-114.0611,17.72,28,0,0.37,MX,1675877619
373,tigre,-34.426,-58.5796,28.97,45,0,5.66,AR,1675877395
374,port macquarie,-31.4333,152.9167,18.83,77,38,2.07,AU,1675877561
375,lerwick,60.1545,-1.1494,8.0,96,100,8.4,GB,1675877619
376,hun,29.1268,15.9477,17.76,21,71,5.92,LY,1675877620
377,tabou,4.423,-7.3528,27.6,76,69,2.86,CI,1675877449
378,puertollano,38.6871,-4.1073,10.49,61,83,2.28,ES,1675877335
379,ararat,39.8317,44.7049,1.19,84,100,4.78,AM,1675877620
380,karratha,-20.7377,116.8463,30.2,64,40,2.46,AU,1675877337
381,jiayuguan,39.8167,98.3,-3.61,63,31,2.02,CN,1675877621
382,blackfoot,43.1905,-112.345,1.88,92,78,8.25,US,1675877521
383,presidencia roque saenz pena,-26.7852,-60.4388,39.88,18,68,3.72,AR,1675877621
384,bilibino,68.0546,166.4372,-42.07,100,99,0.68,RU,1675877622
385,miyako,39.6367,141.9525,-2.39,73,16,2.67,JP,1675877400
386,vostok,46.4856,135.8833,-24.21,99,65,2.03,RU,1675877622
387,bethel,41.3712,-73.414,9.81,60,40,2.57,US,1675877622
388,troyes,48.3333,4.0833,4.03,48,0,1.54,FR,1675877623
389,poum,-20.2333,164.0167,27.09,81,100,4.01,NC,1675877623
390,vila velha,-20.3297,-40.2925,30.97,69,40,7.2,BR,1675877624
391,denizli,37.8402,29.0698,-0.14,63,60,2.36,TR,1675877624
392,sur,22.5667,59.5289,25.61,45,46,4.0,OM,1675877624
393,torres,-29.3353,-49.7269,27.25,67,0,5.26,BR,1675877078
394,baykit,61.67,96.37,-15.76,99,100,0.27,RU,1675877625
395,banda aceh,5.5577,95.3222,25.47,83,100,2.86,ID,1675877626
396,khorixas,-20.3667,14.9667,24.73,46,85,8.21,NA,1675877626
397,los llanos de aridane,28.6585,-17.9182,15.86,71,75,3.09,ES,1675877626
398,havelock,34.8791,-76.9013,21.97,53,0,5.14,US,1675877333
399,senneterre,48.3835,-77.2328,-9.41,81,81,2.9,CA,1675877627
400,honolulu,21.3069,-157.8583,22.9,82,75,6.17,US,1675877350
401,hofn,64.2539,-15.2082,-2.99,59,20,4.12,IS,1675877331
402,balmazujvaros,47.6167,21.35,-0.9,77,1,3.15,HU,1675877628
403,iberia,29.9502,-91.7507,23.98,88,100,8.23,US,1675877629
404,mangai,-4.05,19.5333,20.23,93,100,1.96,CD,1675877629
405,kincardine,56.0667,-3.7167,8.84,74,100,11.45,GB,1675877629
406,quimper,48.0,-4.1,10.32,53,0,1.54,FR,1675877630
407,pilar,-9.5972,-35.9567,28.96,50,88,4.58,BR,1675877631
408,payette,44.0782,-116.9338,4.69,52,0,5.14,US,1675877631
409,simao,22.7886,100.9748,10.49,43,0,0.53,CN,1675877631
410,kismayo,-0.3582,42.5454,25.08,84,3,6.98,SO,1675877632
411,helena,46.5927,-112.0361,1.86,49,0,12.86,US,1675877493
412,porto velho,-8.7619,-63.9039,31.03,62,40,0.51,BR,1675877036
413,bonaventure,48.0457,-65.4926,2.32,74,87,4.12,CA,1675877633
414,salamanca,40.8333,-6.0,8.88,65,17,6.0,ES,1675877368
415,riyadh,24.6877,46.7219,17.08,29,23,4.29,SA,1675877303
416,san miguel de cauri,-10.1,-76.5833,12.61,56,95,2.27,PE,1675877633
417,languyan,5.2618,120.0807,24.72,85,100,0.79,PH,1675877634
418,burns lake,54.2331,-125.7533,-14.32,92,63,1.44,CA,1675877634
419,richards bay,-28.783,32.0377,23.44,93,97,4.47,ZA,1675877635
420,kristianstad,56.0313,14.1524,0.19,86,0,2.57,SE,1675877635
421,hefei,31.8639,117.2808,6.01,87,75,4.0,CN,1675877635
422,bakchar,57.0186,82.0711,-24.6,100,99,1.31,RU,1675877636
423,talnakh,69.4865,88.3972,-23.22,96,100,4.05,RU,1675877636
424,coos bay,43.3665,-124.2179,5.55,100,0,2.06,US,1675877416
425,chicama,-7.8447,-79.1469,25.3,55,58,4.98,PE,1675877637
426,omaha,41.2586,-95.9378,9.57,51,0,5.14,US,1675877633
427,nam som,17.7704,102.1895,25.05,55,0,0.33,TH,1675877637
428,honiara,-9.4333,159.95,25.82,84,100,1.18,SB,1675877638
429,cockburn town,21.4612,-71.1419,26.98,65,40,5.14,TC,1675877638
430,yima,34.7381,111.8839,-0.25,97,100,2.62,CN,1675877639
431,puerto madryn,-42.7692,-65.0385,28.05,31,46,5.33,AR,1675877364
432,sahuaripa,29.05,-109.2333,16.78,16,0,2.41,MX,1675877639
433,kroya,-7.6331,109.2461,24.61,89,100,1.4,ID,1675877639
434,taltal,-25.4,-70.4833,23.4,70,21,3.11,CL,1675877640
435,padang,-0.9492,100.3543,26.03,87,34,1.7,ID,1675877640
436,porto santo,33.072,-16.3415,16.21,67,40,6.69,PT,1675877640
437,ponta delgada,37.7333,-25.6667,14.4,72,75,6.17,PT,1675877641
438,almenara,-16.1836,-40.6944,32.07,39,36,2.88,BR,1675877641
439,tura,25.5198,90.2201,16.6,52,22,1.64,IN,1675877642
440,jalalabad,34.4265,70.4515,11.96,31,64,1.73,AF,1675877642
441,port-gentil,-0.7193,8.7815,28.98,79,40,4.12,GA,1675877493
442,biak,-0.9131,122.8766,23.99,82,100,1.91,ID,1675877558
443,hinton,53.4001,-117.5857,-3.43,82,56,2.45,CA,1675877422
444,kamenka,51.3223,42.7678,-15.26,99,49,1.83,RU,1675877644
445,ucluelet,48.9329,-125.5528,3.17,79,87,2.72,CA,1675877645
446,hami,42.8,93.45,-0.05,63,8,3.09,CN,1675877645
447,olinda,-8.0089,-34.8553,28.85,65,75,4.63,BR,1675877565
448,hernani,43.2662,-1.9762,10.78,65,20,3.6,ES,1675877646
449,reconquista,-29.15,-59.65,42.4,14,14,5.29,AR,1675877646
450,nishihara,26.1842,127.7558,17.6,73,40,5.14,JP,1675877647
451,san carlos de bariloche,-41.1456,-71.3082,26.8,24,0,4.12,AR,1675877647
452,sovetskiy,61.3614,63.5842,-11.62,92,70,3.23,RU,1675877648
453,cabedelo,-6.9811,-34.8339,31.37,63,95,5.88,BR,1675877649
454,rocha,-34.4833,-54.3333,27.32,47,83,4.19,UY,1675877366
455,nokaneng,-19.6667,22.2667,24.36,63,95,2.49,BW,1675877651
456,katherine,-14.4667,132.2667,28.18,74,40,2.57,AU,1675877572
457,amapa,1.0,-52.0,25.66,93,99,1.81,BR,1675877653
458,kasongo-lunda,-6.4667,16.8167,22.22,87,55,0.83,CD,1675877654
459,shache,38.4167,77.2406,-1.37,57,100,0.59,CN,1675877654
460,tipuani,-15.5648,-68.0185,27.01,69,100,0.77,BO,1675877655
461,oksfjord,70.2396,22.3479,8.1,77,100,7.89,NO,1675877656
462,skjervoy,70.0311,20.9714,10.0,74,100,12.46,NO,1675877656
463,muzhi,65.3667,64.6667,-2.67,74,39,8.5,RU,1675877657
464,pevek,69.7008,170.3133,-33.63,100,100,2.91,RU,1675877658
465,chardara,41.2547,67.9692,5.33,68,100,4.77,KZ,1675877658
466,sao geraldo do araguaia,-6.4006,-48.555,27.73,85,78,1.53,BR,1675877659
467,novoilinsk,51.6829,108.7143,-23.19,100,78,0.8,RU,1675877659
468,duyun,26.2667,107.5167,6.65,98,100,1.63,CN,1675877661
469,nanakuli,21.3906,-158.1547,23.39,62,75,4.63,US,1675877662
470,petauke,-14.2426,31.3253,18.8,95,99,0.69,ZM,1675877662
471,vernon,50.2581,-119.2691,4.23,69,46,1.03,CA,1675877446
472,terrace,54.5163,-128.6035,1.95,93,100,6.17,CA,1675877663
473,alofi,-19.0595,-169.9187,23.94,100,93,1.54,NU,1675877640
474,inhambane,-23.865,35.3833,27.99,83,20,5.14,MZ,1675877664
475,maniitsoq,65.4167,-52.9,-12.8,71,100,6.94,GL,1675877664
476,saint george,37.1041,-113.5841,9.13,51,0,1.54,US,1675877572
477,caravelas,-17.7125,-39.2481,29.79,51,53,5.19,BR,1675877665
478,nyzhni sirohozy,46.8484,34.3804,-4.06,71,2,7.48,UA,1675877666
479,gao,16.6362,1.637,29.7,9,9,4.52,ML,1675877666
480,praia,14.9215,-23.5087,23.3,56,75,8.23,CV,1675877518
481,axim,4.8699,-2.2405,27.44,75,100,2.73,GH,1675877667
482,coronado,32.6859,-117.1831,20.05,42,40,3.09,US,1675877668
483,nacala,-14.5428,40.6728,25.27,87,100,3.04,MZ,1675877668
484,onega,63.9061,38.1404,-7.44,98,79,2.54,RU,1675877669
485,vila franca do campo,37.7167,-25.4333,14.23,66,52,4.84,PT,1675877670
486,manicore,-5.8092,-61.3003,29.97,70,75,2.06,BR,1675877670
487,leningradskiy,69.3833,178.4167,-30.28,93,100,2.24,RU,1675877671
488,nadym,65.5333,72.5167,-11.02,94,100,7.58,RU,1675877673
489,porto san giorgio,43.1827,13.7934,6.03,45,64,2.97,IT,1675877674
490,san cristobal,7.7669,-72.225,25.1,37,78,3.45,VE,1675877675
491,meulaboh,4.1363,96.1285,24.08,89,100,1.72,ID,1675877676
492,rio grande,-32.035,-52.0986,35.06,52,5,6.0,BR,1675877677
493,louis trichardt,-23.0439,29.9032,20.45,89,95,1.64,ZA,1675877678
494,kendari,-3.945,122.4989,24.83,89,99,1.86,ID,1675877679
495,tessalit,20.1986,1.0114,26.44,12,65,5.25,ML,1675877679
496,scarborough,54.2797,-0.4044,6.06,63,69,5.81,GB,1675877451
497,lisakovsk,52.5369,62.4936,-24.0,100,44,2.5,KZ,1675877680
498,mount isa,-20.7333,139.5,23.87,100,40,1.54,AU,1675877514
499,xuchang,34.0167,113.8167,4.01,87,100,4.57,CN,1675877680
500,stornoway,58.2093,-6.3865,3.98,86,75,9.26,GB,1675877681
501,mezhdurechensk,53.6942,88.0603,-12.8,98,100,0.18,RU,1675877681
502,grindavik,63.8424,-22.4338,-4.03,86,75,11.83,IS,1675877682
503,sao filipe,14.8961,-24.4956,20.91,69,80,3.12,CV,1675877682
504,mahebourg,-20.4081,57.7,26.81,78,40,2.06,MU,1675877501
505,rezekne,56.5,27.3167,-2.24,93,100,4.23,LV,1675877683
506,soyo,-6.1349,12.3689,27.2,79,43,5.21,AO,1675877683
507,bandarbeyla,9.4942,50.8122,24.36,79,9,3.56,SO,1675877683
508,chau doc,10.7,105.1167,23.15,87,19,2.65,VN,1675877684
509,xuddur,4.1213,43.8894,27.7,32,3,4.54,SO,1675877684
510,jishou,28.3167,109.7167,8.28,93,98,1.33,CN,1675877685
511,suicheng,33.8963,117.9331,2.21,82,100,5.4,CN,1675877685
512,sao joao dos patos,-6.495,-43.7022,33.08,29,81,2.48,BR,1675877505
513,strezhevoy,60.7333,77.5889,-26.56,100,92,2.88,RU,1675877686
514,namatanai,-3.6667,152.4333,25.95,83,100,1.12,PG,1675877686
515,belaya gora,68.5333,146.4167,-41.24,99,100,1.44,RU,1675877686
516,willowmore,-33.2926,23.4895,18.81,68,90,7.17,ZA,1675877687
517,hokitika,-42.7167,170.9667,11.75,70,71,2.69,NZ,1675877687
518,savannah bight,16.45,-85.85,25.87,76,1,7.4,HN,1675877688
519,gwanda,-20.9333,29.0,24.41,58,73,2.85,ZW,1675877688
520,balsas,-7.5325,-46.0356,29.92,58,76,1.58,BR,1675877688
521,goderich,43.7501,-81.7165,2.18,80,33,2.57,CA,1675877421
522,gaziantep,37.0594,37.3825,-1.04,55,0,3.09,TR,1675877689
523,cabo san lucas,22.8909,-109.9124,24.78,32,0,1.34,MX,1675877403
524,igrim,63.1906,64.4162,-9.33,90,46,4.2,RU,1675877690
525,beira,-19.8436,34.8389,29.05,84,75,6.17,MZ,1675877690
526,coquimbo,-29.9533,-71.3436,20.85,73,75,5.14,CL,1675877649
527,sioux lookout,50.1001,-91.917,-3.96,86,100,2.06,CA,1675877421
528,rioja,-29.4111,-66.8507,37.27,24,3,3.02,AR,1675877691
529,natal,-5.795,-35.2094,31.36,54,20,8.23,BR,1675877408
530,taos,36.4072,-105.5731,1.97,68,20,1.54,US,1675877125
531,pontianak,-0.0333,109.3333,23.99,100,20,0.51,ID,1675877691
532,lakselv,70.0513,24.9718,4.9,60,0,19.03,NO,1675877692
533,whitianga,-36.8333,175.7,16.5,72,8,3.79,NZ,1675877692
534,abha,18.2164,42.5053,14.9,77,0,0.0,SA,1675876976
535,warangal,18.0,79.5833,24.23,27,74,2.61,IN,1675877693
536,yanam,16.7333,82.2167,19.89,87,87,0.44,IN,1675877693
537,san andres,12.5847,-81.7006,29.01,70,40,7.72,CO,1675877693
538,santo antonio do ica,-3.1022,-67.9397,27.71,82,95,1.14,BR,1675877694
539,beberibe,-4.1797,-38.1306,28.66,62,44,5.21,BR,1675877694
540,morondava,-20.2833,44.2833,27.46,73,100,3.14,MG,1675877694
541,tilichiki,60.4667,166.1,-26.97,90,88,5.41,RU,1675877695
542,marystown,47.1666,-55.1483,-1.36,88,100,5.99,CA,1675877695
543,wahiawa,21.5028,-158.0236,21.59,72,100,3.09,US,1675877696
544,kerch,45.3583,36.4758,0.17,71,100,14.86,UA,1675877696
545,muisne,0.6,-80.0333,28.07,71,59,4.39,EC,1675877697
546,makakilo city,21.3469,-158.0858,22.6,72,75,6.17,US,1675877697
547,tutoia,-2.7619,-42.2744,27.19,76,99,3.98,BR,1675877631
548,dumas,35.8656,-101.9732,7.56,36,0,4.12,US,1675877698
549,san quintin,30.4833,-115.95,17.16,33,27,0.88,MX,1675877698
550,ossora,59.2353,163.0719,-18.47,98,100,4.61,RU,1675877699
551,kokoda,-8.8785,147.7407,23.48,92,100,1.93,PG,1675877699
552,xining,36.6167,101.7667,-5.39,83,68,1.49,CN,1675877700
553,sistranda,63.7256,8.834,6.98,66,100,5.78,NO,1675877507
554,punta gorda,26.9298,-82.0454,28.36,58,20,3.6,US,1675877672
555,ursulo galvan,22.7333,-98.3,27.51,53,91,1.12,MX,1675877700
556,ligayan,4.6533,119.4706,25.93,76,100,0.69,PH,1675877701
557,port augusta,-32.5,137.7667,25.19,21,2,2.26,AU,1675877641
558,provideniya,64.3833,-173.3,-27.73,98,97,1.79,RU,1675877701
559,guymon,36.6828,-101.4816,5.0,48,0,1.54,US,1675877702
560,fivizzano,44.2383,10.126,3.5,45,9,3.15,IT,1675877703
561,pemangkat,1.1667,108.9667,24.96,89,62,1.38,ID,1675877703
562,galich,58.3797,42.3475,-3.53,96,100,2.54,RU,1675877704
563,adrar,20.5022,-10.0711,23.53,13,100,3.76,MR,1675877705
564,bac lieu,9.285,105.7244,25.11,87,32,6.38,VN,1675877707
565,salym,60.0625,71.4789,-14.32,93,100,4.36,RU,1675877489
566,port pirie,-33.1833,138.0167,25.45,26,7,3.12,AU,1675877709
